crop,market_code,market_name,district,state,min_price,max_price,modal_price,arrival_quantity,date,source,agroelevate_avg_price,district_demand,market_volatility,weekly_trend,monthly_trend
Bottle Gourd,MKT0470,Uttar wholesale 8,UP008,Uttar Pradesh,51.55,65.61,58.58,3422.3,2026-06-28,data.gov.in,68.28,85.8,0.0531,-0.0441,-0.0731
Colocasia,MKT0470,Uttar wholesale 8,UP008,Uttar Pradesh,49.32,62.76,56.04,903.6,2026-06-28,data.gov.in,64.66,79.9,0.1729,0.0703,-0.0861
Sann Hemp,MKT0470,Uttar wholesale 8,UP008,Uttar Pradesh,29.5,37.54,33.52,663.9,2026-06-28,data.gov.in,37.56,38.7,0.1889,-0.0491,0.1203
Garlic,MKT0470,Uttar wholesale 8,UP008,Uttar Pradesh,92.22,117.36,104.79,2751.7,2026-06-28,data.gov.in,121.55,89.8,0.136,0.0866,0.0411
Cauliflower,MKT0470,Uttar wholesale 8,UP008,Uttar Pradesh,34.05,43.33,38.69,409.0,2026-06-28,data.gov.in,42.28,68.4,0.0842,0.0375,0.0497
Urad Dal,MKT0470,Uttar wholesale 8,UP008,Uttar Pradesh,43.52,55.38,49.45,3762.2,2026-06-28,data.gov.in,53.86,43.8,0.2472,-0.0751,0.1407
Hybrid Cotton,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,39.13,49.81,44.47,1918.1,2026-06-28,AGMARKNET,49.6,97.2,0.2019,0.0574,-0.0705
Beetroot,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,31.8,40.48,36.14,572.5,2026-06-28,AGMARKNET,41.95,78.9,0.0817,-0.0273,-0.063
Tomato,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,34.23,43.57,38.9,3306.6,2026-06-28,AGMARKNET,42.76,75.9,0.0671,-0.0065,0.0586
Sorghum,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,38.09,48.47,43.28,2591.8,2026-06-28,AGMARKNET,50.66,64.1,0.2057,0.0638,0.0264
Drumstick,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,41.23,52.47,46.85,3441.4,2026-06-28,AGMARKNET,49.92,73.3,0.1866,0.0916,0.1203
Kenaf,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,50.09,63.75,56.92,345.5,2026-06-28,AGMARKNET,64.46,47.9,0.0569,0.1168,-0.1445
Chilli,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,89.85,114.35,102.1,77.4,2026-06-28,AGMARKNET,119.5,84.2,0.1361,0.1124,0.1986
Urad Dal,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,43.0,54.72,48.86,2458.2,2026-06-28,AGMARKNET,56.58,81.9,0.0604,0.0653,0.1492
Banana,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,20.23,25.75,22.99,102.6,2026-06-28,AGMARKNET,24.34,26.3,0.218,0.0379,-0.0425
Safflower,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,32.06,40.8,36.43,95.9,2026-06-28,AGMARKNET,41.2,70.2,0.1097,-0.0025,-0.0846
Carrot,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,30.46,38.76,34.61,3072.6,2026-06-28,AGMARKNET,38.44,62.9,0.2124,-0.0139,0.13
Green Peas,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,51.42,65.44,58.43,3079.5,2026-06-28,AGMARKNET,66.41,64.7,0.085,0.0862,0.0063
Ragi,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,33.98,43.24,38.61,274.4,2026-06-28,AGMARKNET,43.15,43.8,0.0987,0.0821,-0.0377
Tapioca,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,46.89,59.67,53.28,3101.0,2026-06-28,AGMARKNET,60.81,63.8,0.1681,-0.0118,0.0249
Neem Seeds,MKT0471,Uttar APMC 9,UP009,Uttar Pradesh,56.54,71.96,64.25,575.3,2026-06-28,AGMARKNET,70.21,56.4,0.1796,-0.0052,0.1791
Barnyard Millet,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,35.17,44.77,39.97,79.7,2026-06-28,eNAM,42.33,76.6,0.0852,-0.0595,-0.1014
Field Pea,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,30.14,38.36,34.25,2378.3,2026-06-28,eNAM,36.13,50.1,0.1022,0.0696,-0.0441
Cotton,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,50.2,63.9,57.05,4618.7,2026-06-28,eNAM,65.85,88.8,0.2063,-0.0179,-0.1057
Sunflower,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,26.25,33.41,29.83,618.5,2026-06-28,eNAM,34.0,64.2,0.2382,-0.0542,0.0631
Onion,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,24.37,31.01,27.69,468.5,2026-06-28,eNAM,29.98,87.0,0.1735,0.0575,0.0509
Rice,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,24.04,30.6,27.32,3752.2,2026-06-28,eNAM,30.66,75.7,0.1949,0.01,-0.0414
Masoor Dal,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,38.47,48.97,43.72,4830.3,2026-06-28,eNAM,48.68,51.8,0.121,0.022,0.0117
Spinach,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,38.47,48.97,43.72,4803.7,2026-06-28,eNAM,51.42,60.8,0.1235,-0.0297,-0.0388
Pearl Millet,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,52.54,66.86,59.7,3006.7,2026-06-28,eNAM,65.16,62.6,0.224,0.0287,0.1278
Little Millet,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,42.64,54.26,48.45,3833.8,2026-06-28,eNAM,52.35,74.0,0.2378,0.0835,0.0295
Aloe Vera,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,30.9,39.32,35.11,2112.5,2026-06-28,eNAM,38.9,45.3,0.2351,-0.0275,0.0862
Lentil,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,24.87,31.65,28.26,435.5,2026-06-28,eNAM,31.17,77.2,0.2013,0.0491,0.0583
Mustard,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,48.66,61.92,55.29,4702.2,2026-06-28,eNAM,61.2,46.6,0.1645,0.0731,-0.0434
Walnut,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,50.86,64.72,57.79,4178.3,2026-06-28,eNAM,63.4,63.9,0.1989,0.0325,-0.0558
Bitter Gourd,MKT0472,Uttar mandi 10,UP010,Uttar Pradesh,40.75,51.87,46.31,814.3,2026-06-28,eNAM,49.62,74.5,0.1921,0.0676,-0.1417
Proso Millet,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,57.93,73.73,65.83,211.8,2026-06-28,data.gov.in,76.79,63.1,0.0657,0.0263,-0.0181
Banana,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,21.82,27.76,24.79,173.8,2026-06-28,data.gov.in,27.63,30.0,0.1521,0.0868,0.1027
Sweet Corn,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,35.12,44.7,39.91,4811.5,2026-06-28,data.gov.in,45.73,98.0,0.2136,0.0841,-0.0386
Maize Grits,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,37.0,47.1,42.05,4154.0,2026-06-28,data.gov.in,46.48,47.0,0.1818,-0.0063,0.0345
Masoor,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,55.18,70.24,62.71,4012.5,2026-06-28,data.gov.in,67.93,86.4,0.1888,0.0046,0.0373
Green Chilli,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,50.57,64.37,57.47,123.9,2026-06-28,data.gov.in,66.89,43.9,0.1933,0.0605,-0.104
Clove,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,48.22,61.36,54.79,4575.2,2026-06-28,data.gov.in,63.76,51.6,0.2352,0.0967,0.1186
Raw Jute,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,42.2,53.7,47.95,4034.3,2026-06-28,data.gov.in,55.36,60.5,0.1295,-0.0015,0.1346
Coffee,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,44.17,56.21,50.19,1983.4,2026-06-28,data.gov.in,54.89,44.5,0.2296,-0.0522,0.1292
Moong,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,41.26,52.52,46.89,1676.1,2026-06-28,data.gov.in,54.77,53.1,0.092,-0.063,0.0663
French Beans,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,42.96,54.68,48.82,3216.4,2026-06-28,data.gov.in,54.96,84.6,0.2379,0.0681,0.0519
Potato,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,17.56,22.34,19.95,4927.3,2026-06-28,data.gov.in,22.07,71.4,0.157,0.0912,0.1829
Foxtail Millet,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,32.82,41.76,37.29,2624.0,2026-06-28,data.gov.in,43.29,53.1,0.1596,0.1012,-0.0192
Castor,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,24.63,31.35,27.99,2556.3,2026-06-28,data.gov.in,32.66,96.9,0.1569,0.083,0.19
Tomato,MKT0473,Uttar eNAM hub 11,UP011,Uttar Pradesh,28.89,36.77,32.83,3654.3,2026-06-28,data.gov.in,36.01,66.6,0.2326,-0.0686,-0.0388
Turmeric,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,65.82,83.78,74.8,4724.7,2026-06-28,AGMARKNET,79.73,34.4,0.075,0.0599,-0.0337
Cauliflower,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,42.09,53.57,47.83,2534.0,2026-06-28,AGMARKNET,55.52,54.5,0.2141,-0.0453,-0.1055
Papaya,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,40.27,51.25,45.76,2969.6,2026-06-28,AGMARKNET,52.98,98.0,0.2207,0.0463,-0.0158
Masoor,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,45.11,57.41,51.26,272.2,2026-06-28,AGMARKNET,55.99,72.8,0.2018,0.0032,0.0984
Cashew,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,33.89,43.13,38.51,3572.7,2026-06-28,AGMARKNET,41.1,74.7,0.1994,-0.0261,-0.057
Grapes,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,32.19,40.97,36.58,3538.7,2026-06-28,AGMARKNET,39.67,66.1,0.1324,-0.0048,-0.0182
Stevia,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,32.75,41.69,37.22,1965.6,2026-06-28,AGMARKNET,41.61,81.4,0.1843,-0.0119,-0.0191
Cabbage,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,44.27,56.35,50.31,3251.0,2026-06-28,AGMARKNET,53.05,72.6,0.1011,0.0997,0.1786
Chickpea,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,44.71,56.91,50.81,2121.1,2026-06-28,AGMARKNET,58.36,15.0,0.1203,-0.0469,0.0283
Ginger,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,75.79,96.47,86.13,3529.0,2026-06-28,AGMARKNET,99.85,69.2,0.1717,0.0481,-0.1486
Chilli,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,103.01,131.11,117.06,466.9,2026-06-28,AGMARKNET,134.5,34.4,0.2042,0.0477,-0.0036
Basmati Rice,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,33.75,42.95,38.35,1247.8,2026-06-28,AGMARKNET,41.55,47.4,0.181,0.0509,-0.0202
Little Millet,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,48.71,61.99,55.35,1652.8,2026-06-28,AGMARKNET,64.47,70.8,0.2215,-0.0795,0.001
Coriander,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,26.4,33.6,30.0,4530.5,2026-06-28,AGMARKNET,32.7,67.8,0.1218,-0.0626,0.1856
Cumin,MKT0474,Uttar wholesale 12,UP012,Uttar Pradesh,49.05,62.43,55.74,4676.4,2026-06-28,AGMARKNET,64.8,85.3,0.0648,-0.0647,0.0705
Tapioca,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,54.17,68.95,61.56,2015.6,2026-06-28,eNAM,72.37,54.4,0.2147,0.0266,0.0217
Turmeric,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,74.76,95.14,84.95,787.4,2026-06-28,eNAM,94.95,96.4,0.0848,0.0858,-0.1179
Ridge Gourd,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,46.08,58.64,52.36,2556.2,2026-06-28,eNAM,56.23,56.1,0.0913,-0.0717,-0.0075
Soybean,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,39.26,49.96,44.61,4773.5,2026-06-28,eNAM,47.65,76.4,0.1879,-0.0286,-0.1319
Walnut,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,53.72,68.36,61.04,1990.8,2026-06-28,eNAM,68.24,47.9,0.2178,-0.0563,0.1514
Bitter Gourd,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,32.67,41.59,37.13,4120.0,2026-06-28,eNAM,41.63,45.5,0.2174,0.0718,0.0981
Basmati Rice,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,37.44,47.64,42.54,3645.7,2026-06-28,eNAM,45.97,87.6,0.166,0.0053,-0.0809
Clove,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,53.46,68.04,60.75,3304.9,2026-06-28,eNAM,64.7,84.3,0.142,0.0981,-0.1128
Lettuce,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,56.8,72.28,64.54,4458.9,2026-06-28,eNAM,72.44,98.0,0.0559,-0.0111,-0.1223
Pigeon Pea,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,48.69,61.97,55.33,527.3,2026-06-28,eNAM,61.67,32.7,0.1244,-0.0227,-0.0007
Maize,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,13.12,16.7,14.91,4685.6,2026-06-28,eNAM,16.19,67.8,0.1973,-0.0054,0.1894
Onion,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,24.49,31.17,27.83,1936.9,2026-06-28,eNAM,29.37,71.1,0.1257,0.0084,-0.0374
Garlic,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,87.25,111.05,99.15,3118.6,2026-06-28,eNAM,116.84,61.5,0.0877,0.0751,0.0141
Wheat Flour,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,58.51,74.47,66.49,4117.2,2026-06-28,eNAM,73.42,43.5,0.0875,-0.0492,-0.1465
Sann Hemp,MKT0475,Uttar APMC 13,UP013,Uttar Pradesh,27.38,34.84,31.11,2566.2,2026-06-28,eNAM,34.56,72.8,0.0679,0.0979,0.1313
Yam,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,39.83,50.69,45.26,332.4,2026-06-28,data.gov.in,53.03,81.9,0.076,0.0843,-0.1439
Vanilla,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,44.28,56.36,50.32,1204.1,2026-06-28,data.gov.in,56.39,43.7,0.1815,0.0409,0.0329
Linseed,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,39.42,50.18,44.8,2370.4,2026-06-28,data.gov.in,47.08,69.6,0.0619,0.058,0.1776
Arhar,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,50.31,64.03,57.17,4588.4,2026-06-28,data.gov.in,60.05,67.9,0.1904,0.0851,-0.0289
Cumin,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,33.34,42.44,37.89,2646.0,2026-06-28,data.gov.in,39.94,98.0,0.1861,0.1148,-0.1478
Pigeon Pea,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,38.46,48.96,43.71,2401.4,2026-06-28,data.gov.in,46.8,75.4,0.1786,0.0874,-0.1155
Chilli,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,106.9,136.06,121.48,3188.6,2026-06-28,data.gov.in,138.15,57.2,0.0997,-0.0289,-0.1158
Wheat Flour,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,55.62,70.78,63.2,2256.6,2026-06-28,data.gov.in,73.12,59.6,0.2445,0.0325,-0.069
Papaya,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,33.92,43.16,38.54,2480.0,2026-06-28,data.gov.in,41.26,87.1,0.1255,-0.0628,0.0049
Bitter Gourd,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,48.22,61.38,54.8,4836.8,2026-06-28,data.gov.in,62.69,34.4,0.2047,-0.0131,-0.0974
Semolina,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,38.44,48.92,43.68,3693.5,2026-06-28,data.gov.in,46.5,55.6,0.2422,-0.0774,0.0913
Pumpkin,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,37.84,48.16,43.0,2500.7,2026-06-28,data.gov.in,47.5,48.4,0.2488,-0.0153,-0.0717
Mustard,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,40.37,51.39,45.88,1377.0,2026-06-28,data.gov.in,49.78,53.0,0.2415,0.1165,0.0688
Apple,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,33.53,42.67,38.1,4634.7,2026-06-28,data.gov.in,44.87,33.4,0.1845,0.0074,-0.0007
Lettuce,MKT0476,Uttar mandi 14,UP014,Uttar Pradesh,40.12,51.06,45.59,1566.3,2026-06-28,data.gov.in,48.2,86.7,0.1101,0.0492,-0.0236
Psyllium,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,33.29,42.37,37.83,1565.3,2026-06-28,AGMARKNET,44.52,57.6,0.0546,0.0467,0.0335
Urad,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,45.69,58.15,51.92,3243.8,2026-06-28,AGMARKNET,58.49,63.4,0.1203,-0.0524,-0.033
Jowar,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,47.23,60.11,53.67,4259.7,2026-06-28,AGMARKNET,56.58,49.7,0.1789,0.0517,-0.1369
Soybean,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,39.28,50.0,44.64,1046.0,2026-06-28,AGMARKNET,48.68,56.6,0.2276,0.1071,-0.0176
Tapioca,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,31.02,39.48,35.25,831.5,2026-06-28,AGMARKNET,40.3,82.8,0.1203,0.002,-0.0402
Ragi,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,50.31,64.03,57.17,3735.0,2026-06-28,AGMARKNET,64.59,76.9,0.1991,-0.0316,-0.0858
Hybrid Cotton,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,41.64,53.0,47.32,1424.9,2026-06-28,AGMARKNET,52.73,74.2,0.1833,-0.0435,0.0642
Ridge Gourd,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,37.92,48.26,43.09,932.8,2026-06-28,AGMARKNET,46.48,76.1,0.1769,0.0456,0.1216
Stevia,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,45.97,58.51,52.24,382.0,2026-06-28,AGMARKNET,57.33,87.7,0.2149,0.0559,0.0653
Desi Cotton,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,32.68,41.6,37.14,3654.7,2026-06-28,AGMARKNET,42.03,62.0,0.1899,0.1089,0.0844
Mango,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,52.57,66.91,59.74,2875.7,2026-06-28,AGMARKNET,70.42,22.5,0.1146,0.0128,-0.1483
Proso Millet,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,38.29,48.73,43.51,1975.0,2026-06-28,AGMARKNET,49.62,47.7,0.1593,-0.0065,0.1784
Castor,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,64.21,81.73,72.97,4983.7,2026-06-28,AGMARKNET,82.83,43.7,0.2198,0.0224,0.143
Clove,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,37.98,48.34,43.16,3456.4,2026-06-28,AGMARKNET,48.14,64.1,0.0525,-0.0791,-0.0249
Isabgol,MKT0477,Uttarakhand APMC 1,UK001,Uttarakhand,30.1,38.32,34.21,452.9,2026-06-28,AGMARKNET,39.9,69.5,0.2203,0.0303,-0.0299
Natural Rubber,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,31.57,40.19,35.88,457.9,2026-06-28,eNAM,37.84,64.5,0.0542,0.1124,-0.0438
Red Chilli,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,29.35,37.35,33.35,4268.7,2026-06-28,eNAM,37.92,64.8,0.0943,-0.0466,-0.117
Barnyard Millet,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,37.46,47.68,42.57,373.4,2026-06-28,eNAM,47.98,64.5,0.1355,-0.0715,-0.1475
Fenugreek,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,60.9,77.52,69.21,1884.7,2026-06-28,eNAM,76.85,30.4,0.0747,0.1092,-0.1216
Sona Masuri,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,46.81,59.57,53.19,4807.4,2026-06-28,eNAM,60.98,39.3,0.1779,0.0745,0.1245
Cabbage,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,51.87,66.01,58.94,1679.6,2026-06-28,eNAM,62.95,68.5,0.1045,-0.0583,0.0747
Baby Corn,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,31.84,40.52,36.18,2466.3,2026-06-28,eNAM,40.09,72.8,0.129,-0.0007,0.1338
Kodo Millet,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,48.89,62.23,55.56,454.9,2026-06-28,eNAM,60.27,47.7,0.1635,-0.0211,0.1117
Green Chilli,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,36.54,46.5,41.52,1225.0,2026-06-28,eNAM,46.52,56.2,0.1952,0.065,0.001
Wheat Flour,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,31.2,39.7,35.45,4451.5,2026-06-28,eNAM,38.25,59.5,0.1742,0.024,0.1506
Moong,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,35.09,44.67,39.88,4977.3,2026-06-28,eNAM,46.22,86.3,0.1289,0.1025,0.0766
Cauliflower,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,60.38,76.84,68.61,1525.2,2026-06-28,eNAM,76.65,89.9,0.2109,0.0231,-0.1145
Parboiled Rice,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,51.15,65.11,58.13,4744.3,2026-06-28,eNAM,65.48,55.7,0.1077,0.0697,0.0913
Chilli,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,106.52,135.56,121.04,2925.3,2026-06-28,eNAM,141.73,44.9,0.1453,-0.0039,-0.0375
Field Pea,MKT0478,Uttarakhand mandi 2,UK002,Uttarakhand,33.72,42.92,38.32,4937.7,2026-06-28,eNAM,44.68,57.4,0.1438,0.0221,-0.0975
Cabbage,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,35.49,45.17,40.33,2052.9,2026-06-28,data.gov.in,45.22,61.1,0.0805,0.0322,0.163
Carrot,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,42.9,54.6,48.75,1688.4,2026-06-28,data.gov.in,52.65,51.7,0.1489,-0.0042,-0.03
Wheat Flour,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,49.39,62.87,56.13,1611.8,2026-06-28,data.gov.in,64.34,81.5,0.1574,0.0881,0.1272
Mesta,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,31.35,39.89,35.62,2231.6,2026-06-28,data.gov.in,40.44,87.3,0.0575,0.0711,-0.0057
Psyllium,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,47.13,59.99,53.56,3612.2,2026-06-28,data.gov.in,56.25,65.4,0.0929,0.049,0.1955
Drumstick,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,31.73,40.39,36.06,4739.0,2026-06-28,data.gov.in,38.66,39.7,0.2457,0.0214,0.059
Fenugreek,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,44.38,56.48,50.43,1357.3,2026-06-28,data.gov.in,57.01,77.0,0.1547,-0.006,0.1519
Linseed,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,51.56,65.62,58.59,3977.9,2026-06-28,data.gov.in,63.08,53.7,0.1198,0.0907,0.0561
Beetroot,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,45.9,58.42,52.16,737.7,2026-06-28,data.gov.in,56.22,19.8,0.2433,0.0321,0.0093
Almond,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,57.55,73.25,65.4,2778.9,2026-06-28,data.gov.in,70.15,98.0,0.2456,0.1057,0.0215
Semolina,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,36.66,46.66,41.66,4704.4,2026-06-28,data.gov.in,48.63,73.3,0.0515,-0.0583,0.0814
Walnut,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,25.84,32.88,29.36,2800.4,2026-06-28,data.gov.in,34.64,36.2,0.1975,0.0628,0.0023
Tea,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,50.95,64.85,57.9,4244.9,2026-06-28,data.gov.in,67.47,60.2,0.174,0.0808,-0.1075
Maize,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,15.95,20.31,18.13,2537.1,2026-06-28,data.gov.in,19.79,78.5,0.1078,-0.0548,0.022
Apple,MKT0479,Uttarakhand eNAM hub 3,UK003,Uttarakhand,45.91,58.43,52.17,4048.5,2026-06-28,data.gov.in,57.36,28.7,0.1134,-0.0709,-0.0988
Moong,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,44.24,56.3,50.27,3954.9,2026-06-28,AGMARKNET,55.23,53.2,0.1067,-0.03,0.1134
Capsicum,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,47.29,60.19,53.74,3783.3,2026-06-28,AGMARKNET,63.02,55.6,0.2141,0.0697,-0.0135
Lentil,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,39.61,50.41,45.01,3048.8,2026-06-28,AGMARKNET,48.93,82.9,0.2344,-0.0665,0.1671
Little Millet,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,28.84,36.7,32.77,1555.7,2026-06-28,AGMARKNET,34.52,76.9,0.1253,0.0198,-0.0742
Green Chilli,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,32.39,41.23,36.81,4680.4,2026-06-28,AGMARKNET,43.42,81.1,0.2256,-0.0554,-0.0032
Desi Cotton,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,30.98,39.44,35.21,1256.3,2026-06-28,AGMARKNET,40.24,54.8,0.1797,0.0024,-0.1276
Wheat,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,22.47,28.59,25.53,2501.7,2026-06-28,AGMARKNET,29.6,93.3,0.1017,0.0725,0.1763
Niger Seed,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,55.48,70.62,63.05,3003.7,2026-06-28,AGMARKNET,71.16,67.9,0.2262,-0.0653,0.0394
Barley,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,54.59,69.47,62.03,2328.0,2026-06-28,AGMARKNET,68.42,73.9,0.0862,0.0695,-0.1317
Stevia,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,28.13,35.81,31.97,894.7,2026-06-28,AGMARKNET,36.55,74.0,0.0687,0.0786,-0.068
Urad,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,32.45,41.31,36.88,347.5,2026-06-28,AGMARKNET,40.93,50.4,0.1303,-0.0661,0.1528
